ID,sex,age,Born in the US? ,num children,Degree,Years of school,Redistribution good,God,Happy,science spending,afterlife
1805,male,42,Yes,2,High School,12,agree,Believe without a doubt,Very happy,spending too little,Yes
1806,male,65,Yes,0,Bachelors,17,agree,Believe without a doubt,Very happy,spending too little,Yes
1807,male,22,Yes,1,High School,14,agree,Believe without a doubt,not too happy,spending about the right amount,Yes
1808,male,52,Yes,2,Bachelors,16,agree,"Believe, but with some doubts",Very happy,spending too little,Yes
1809,female,31,Yes,4,Graduate degree,18,unsure,Believe without a doubt,pretty happy,spending too much,Yes
1810,male,78,Yes,2,Graduate degree,17,disagree,Believe in god sometimes,pretty happy,spending about the right amount,No
1811,female,75,Yes,2,Less than High School,10,agree,Believe without a doubt,pretty happy,spending too little,Yes
1812,male,55,Yes,2,High School,12,agree,Believe without a doubt,not too happy,spending about the right amount,No
1813,female,54,Yes,0,Graduate degree,18,unsure,Believe in god sometimes,Very happy,spending about the right amount,Yes
1814,female,27,Yes,1,Graduate degree,16,disagree,Atheist,Very happy,spending about the right amount,No
1815,female,29,Yes,2,Graduate degree,15,agree,Believe without a doubt,not too happy,spending about the right amount,Yes
1816,female,81,Yes,3,Less than High School,10,unsure,Belief in a higher power,pretty happy,spending about the right amount,No
1817,female,70,Yes,2,High School,12,unsure,"Believe, but with some doubts",pretty happy,spending too little,Yes
1818,male,44,Yes,0,Graduate degree,20,agree,"Don't know, no way to find out",pretty happy,spending too little,Yes
1819,female,32,Yes,1,Associates,15,agree,Atheist,pretty happy,spending about the right amount,No
1820,male,52,Yes,0,High School,13,unsure,Believe without a doubt,pretty happy,spending about the right amount,Yes
1821,male,53,Yes,2,High School,14,unsure,Atheist,pretty happy,spending too little,No
1822,male,61,Yes,4,Graduate degree,20,agree,"Believe, but with some doubts",pretty happy,spending too little,Yes
1823,male,19,Yes,0,High School,12,agree,Believe without a doubt,not too happy,spending about the right amount,Yes
1824,female,33,Yes,2,Bachelors,16,agree,Believe in god sometimes,pretty happy,spending about the right amount,Yes
1825,male,67,No,2,Bachelors,16,disagree,Believe without a doubt,Very happy,spending about the right amount,Yes
1826,male,69,Yes,2,High School,13,disagree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1827,male,58,Yes,6,Bachelors,16,unsure,Believe without a doubt,pretty happy,spending too little,Yes
1828,male,73,Yes,5,High School,14,disagree,Believe without a doubt,Very happy,spending about the right amount,Yes
1829,female,68,Yes,2,Associates,14,unsure,Believe without a doubt,pretty happy,spending about the right amount,Yes
1830,female,75,Yes,2,High School,14,disagree,"Believe, but with some doubts",Very happy,spending too much,Yes
1831,male,59,Yes,2,Bachelors,16,unsure,Believe without a doubt,pretty happy,spending about the right amount,Yes
1832,female,73,Yes,2,High School,12,disagree,Believe without a doubt,not too happy,spending about the right amount,Yes
1833,female,51,Yes,2,Graduate degree,18,disagree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1834,female,62,Yes,7,High School,12,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1835,male,37,No,3,Associates,14,agree,Believe without a doubt,pretty happy,spending too little,Yes
1836,female,62,Yes,3,High School,12,unsure,Believe without a doubt,pretty happy,spending about the right amount,Yes
1837,male,52,Yes,3,Associates,14,agree,Believe without a doubt,not too happy,spending too little,Yes
1838,male,57,Yes,2,Bachelors,16,agree,"Don't know, no way to find out",pretty happy,spending too little,No
1839,male,45,No,2,Bachelors,16,disagree,Believe without a doubt,Very happy,spending too little,Yes
1840,male,71,Yes,0,Bachelors,16,disagree,Belief in a higher power,pretty happy,spending too little,Yes
1841,female,25,Yes,0,Bachelors,16,agree,"Don't know, no way to find out",pretty happy,spending too little,Yes
1842,female,61,Yes,0,Graduate degree,16,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1843,male,48,Yes,0,High School,15,agree,"Believe, but with some doubts",pretty happy,spending too little,Yes
1844,male,74,Yes,3,Bachelors,16,disagree,Believe without a doubt,not too happy,spending about the right amount,Yes
1845,female,69,Yes,2,Bachelors,17,unsure,"Don't know, no way to find out",not too happy,spending too little,No
1846,female,78,Yes,3,Bachelors,16,agree,Believe in god sometimes,pretty happy,spending about the right amount,No
1847,male,36,No,4,Less than High School,10,agree,"Don't know, no way to find out",pretty happy,spending about the right amount,No
1848,female,45,Yes,2,High School,12,disagree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1849,male,74,Yes,2,Associates,16,disagree,Believe without a doubt,Very happy,spending about the right amount,Yes
1850,female,35,Yes,2,High School,13,agree,Believe without a doubt,Very happy,spending about the right amount,Yes
1851,female,29,Yes,3,Associates,15,agree,Believe without a doubt,pretty happy,spending too much,Yes
1852,female,34,No,4,Graduate degree,18,agree,Believe without a doubt,Very happy,spending about the right amount,Yes
1853,female,74,Yes,0,High School,14,disagree,Believe without a doubt,Very happy,spending too little,Yes
1854,male,33,Yes,0,High School,13,agree,"Don't know, no way to find out",not too happy,spending about the right amount,No
1855,male,67,Yes,0,Less than High School,8,agree,Atheist,pretty happy,spending too little,No
1856,female,57,Yes,2,Graduate degree,18,unsure,Believe without a doubt,Very happy,spending too little,Yes
1857,female,69,Yes,3,Graduate degree,18,agree,Believe without a doubt,Very happy,spending about the right amount,Yes
1858,female,67,Yes,2,High School,12,agree,Belief in a higher power,Very happy,spending too little,Yes
1859,male,22,Yes,0,High School,12,agree,Believe without a doubt,not too happy,spending too little,Yes
1860,male,57,No,1,Graduate degree,16,agree,Belief in a higher power,not too happy,spending too little,Yes
1861,male,44,Yes,2,High School,12,disagree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1862,female,44,Yes,1,Bachelors,16,agree,Atheist,not too happy,spending too much,No
1863,female,54,Yes,0,High School,12,agree,Believe without a doubt,not too happy,spending about the right amount,Yes
1864,female,49,Yes,0,Graduate degree,18,disagree,Atheist,pretty happy,spending about the right amount,No
1865,male,53,Yes,2,Graduate degree,16,unsure,Believe without a doubt,pretty happy,spending too little,Yes
1866,female,65,Yes,4,High School,12,unsure,Belief in a higher power,pretty happy,spending about the right amount,Yes
1867,male,42,Yes,1,Bachelors,16,agree,"Believe, but with some doubts",pretty happy,spending about the right amount,Yes
1868,female,47,Yes,2,Associates,14,unsure,"Believe, but with some doubts",Very happy,spending too little,Yes
1869,female,28,Yes,0,Bachelors,16,agree,"Believe, but with some doubts",not too happy,spending too little,No
1870,female,54,Yes,2,High School,12,agree,Believe without a doubt,pretty happy,spending too little,Yes
1871,female,61,Yes,1,High School,12,disagree,Believe without a doubt,not too happy,spending about the right amount,Yes
1872,female,23,Yes,0,High School,15,unsure,"Believe, but with some doubts",pretty happy,spending too little,Yes
1873,female,32,Yes,2,Less than High School,5,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1874,male,34,Yes,0,Bachelors,18,agree,Atheist,not too happy,spending too little,Yes
1875,female,41,Yes,0,Graduate degree,20,agree,Believe without a doubt,pretty happy,spending too little,Yes
1876,female,20,Yes,1,High School,12,disagree,"Believe, but with some doubts",pretty happy,spending about the right amount,Yes
1877,male,62,Yes,1,Graduate degree,19,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1878,male,34,Yes,0,Associates,14,agree,Belief in a higher power,pretty happy,spending too little,Yes
1879,male,66,Yes,2,High School,12,disagree,"Don't know, no way to find out",pretty happy,spending about the right amount,Yes
1880,male,27,Yes,0,Bachelors,16,disagree,Believe without a doubt,Very happy,spending about the right amount,Yes
1881,male,30,Yes,0,Associates,14,agree,"Believe, but with some doubts",pretty happy,spending too much,Yes
1882,female,44,Yes,1,High School,15,disagree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1883,female,38,Yes,0,Bachelors,16,agree,Believe in god sometimes,pretty happy,spending about the right amount,No
1884,female,24,Yes,0,Graduate degree,18,unsure,Belief in a higher power,pretty happy,spending too little,Yes
1885,male,82,Yes,2,Graduate degree,20,disagree,"Don't know, no way to find out",Very happy,spending about the right amount,No
1886,male,51,Yes,3,Graduate degree,18,unsure,"Believe, but with some doubts",Very happy,spending too little,Yes
1887,female,64,Yes,2,Associates,14,disagree,Believe without a doubt,Very happy,spending about the right amount,Yes
1888,male,46,Yes,3,High School,14,disagree,Belief in a higher power,not too happy,spending about the right amount,Yes
1889,female,57,Yes,2,Graduate degree,18,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1890,female,33,Yes,3,High School,12,disagree,"Believe, but with some doubts",pretty happy,spending about the right amount,Yes
1891,female,72,Yes,1,Bachelors,17,agree,Belief in a higher power,pretty happy,spending about the right amount,Yes
1892,male,25,Yes,0,Associates,14,unsure,Belief in a higher power,pretty happy,spending about the right amount,Yes
1893,female,68,Yes,2,Bachelors,16,disagree,Belief in a higher power,Very happy,spending about the right amount,No
1894,female,45,No,4,Bachelors,16,agree,Believe without a doubt,Very happy,spending too little,Yes
1895,male,37,Yes,2,Bachelors,16,agree,Atheist,pretty happy,spending too little,No
1896,female,39,Yes,2,High School,12,disagree,Believe without a doubt,Very happy,spending too much,Yes
1897,male,50,Yes,3,High School,13,unsure,Believe without a doubt,pretty happy,spending about the right amount,Yes
1898,female,30,Yes,1,Bachelors,16,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1899,male,71,Yes,0,Associates,15,disagree,Believe without a doubt,not too happy,spending too little,Yes
1900,male,66,Yes,2,Graduate degree,18,agree,"Believe, but with some doubts",pretty happy,spending too much,No
1901,male,36,Yes,1,High School,13,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1902,male,29,No,0,Bachelors,17,agree,"Don't know, no way to find out",not too happy,spending too little,No
1903,male,50,Yes,0,Bachelors,17,disagree,"Believe, but with some doubts",pretty happy,spending about the right amount,Yes
1904,male,66,Yes,3,Bachelors,16,disagree,Believe without a doubt,pretty happy,spending too much,Yes
1905,female,30,Yes,0,Graduate degree,18,agree,Belief in a higher power,pretty happy,spending too little,No
1906,male,77,Yes,0,Graduate degree,20,disagree,Atheist,pretty happy,spending too little,No
1907,male,74,Yes,2,Bachelors,16,agree,Atheist,pretty happy,spending too little,No
1908,male,67,Yes,2,Associates,14,agree,Believe without a doubt,not too happy,spending too little,Yes
1909,female,63,Yes,2,High School,12,disagree,Believe without a doubt,pretty happy,spending too little,Yes
1910,male,69,Yes,3,Bachelors,16,disagree,Believe without a doubt,Very happy,spending about the right amount,Yes
1911,male,68,Yes,0,High School,12,disagree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1912,female,67,Yes,0,High School,12,agree,"Believe, but with some doubts",pretty happy,spending too little,Yes
1913,male,37,Yes,2,High School,11,agree,Belief in a higher power,pretty happy,spending too little,Yes
1914,female,74,Yes,0,Bachelors,16,disagree,Believe without a doubt,Very happy,spending too little,Yes
1915,male,48,No,2,Bachelors,18,agree,Believe without a doubt,not too happy,spending too little,Yes
1916,female,85,Yes,3,Graduate degree,19,disagree,Believe without a doubt,not too happy,spending too little,Yes
1917,female,35,Yes,8,High School,14,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1918,male,71,Yes,3,Associates,16,disagree,"Believe, but with some doubts",Very happy,spending too little,Yes
1919,female,28,Yes,1,High School,14,agree,Belief in a higher power,pretty happy,spending too little,Yes
1920,male,63,Yes,0,Bachelors,17,agree,Atheist,pretty happy,spending about the right amount,No
